"Etunimi","Lukumäärä"
"Anakin",22
"Antti-Heikki",22
"Arben",22
"Ari-Petri",22
"Armend",22
"Artunpoika",22
"Ati",22
"Barry",22
"Berk",22
"Björn-Olof",22
"Bujar",22
"Carol",22
"Clark",22
"Dany",22
"Eino-Pekka",22
"Esra",22
"Evangelos",22
"Finley",22
"Gael",22
"Grant",22
"Haitham",22
"Heljo",22
"Henkka",22
"Inari",22
"Iqbal",22
"Jaakko-Juhani",22
"Jami-Petteri",22
"Jayson",22
"Joaquim",22
"Joël",22
"Ka",22
"Khalif",22
"Klas-Göran",22
"Kosmos",22
"Kristen",22
"Krzysztof",22
"Lenni-Kalle",22
"Lex",22
"Lotfi",22
"Loui",22
"Marcello",22
"Meelis",22
"Mete",22
"Mikaelsson",22
"Mikhael",22
"Mursal",22
"Muscab",22
"Nazar",22
"Obinna",22
"Oku",22
"Onni-Matias",22
"Ossi-Pekka",22
"Phat",22
"Quan",22
"Rain",22
"Raza",22
"Rida",22
"Rodolfo",22
"Rupert",22
"Saabir",22
"Sabir",22
"Sami-Jussi",22
"Samuele",22
"Semir",22
"Shane",22
"Shayan",22
"Stavros",22
"Sten-Olof",22
"Sulaiman",22
"Svantte",22
"Tarmonpoika",22
"Tuomaksenpoika",22
"Usman",22
"Vanja",22
"Veli-Tapani",22
"Vellu",22
"Wilfred",22
"Vittorio",22
"Yousuf",22
"Zachris",22
"Zakari",22
"Ziad",22
"Aage",21
"Aapram",21
"Abdiweli",21
"Agim",21
"Aleksandros",21
"Alf-Erik",21
"Ambrosius",21
"Antonis",21
"Anttijussi",21
"Arkadi",21
"Áron",21
"Art",21
"Artan",21
"Asaad",21
"Aso",21
"Aweis",21
"Béla",21
"Bülent",21
"Campbell",21
"Caro",21
"Carsten",21
"Casmir",21
"Cody",21
"Dima",21
"Domenico",21
"Eelovi",21
"Esajas",21
"Gavin",21
"Georgii",21
"Grigory",21
"Gökhan",21
"Hanne",21
"Hans-Göran",21
"Holgersson",21
"Iko",21
"Ilan",21
"Ilir",21
"Jan-Håkan",21
"Jan-Magnus",21
"János",21
"Jere-Matti",21
"Jerzy",21
"Joni-Petri",21
"Jonte",21
"Josias",21
"Juho-Oskari",21
"Jukka-Petri",21
"Kaaleppi",21
"Kalle-Oskari",21
"Kari-Petteri",21
"Karl-Göran",21
"Kaukomieli",21
"Kuu",21
"Lari-Matti",21
"Lorens",21
"Lucius",21
"Lumi",21
"Mahmut",21
"Makar",21
"Maksimilian",21
"Marino",21
"Marko-Tapani",21
"Matheus",21
"Mehran",21
"Mesut",21
"Micky",21
"Mihai",21
"Mischa",21
"Mohamoud",21
"Muhannad",21
"Nehemia",21
"Ollimatti",21
"Orvar",21
"Peikko",21
"Raman",21
"Rasheed",21
"Reni",21
"Rian",21
"Rodney",21
"Ropi",21
"Rui",21
"Safet",21
"Sakeus",21
"Sami-Ville",21
"Sang",21
"Savva",21
"Sebastián",21
"Sivert",21
"Soe",21
"Stig-Johan",21
"Storm",21
"Süleyman",21
"Tai",21
"Tauri",21
"Taylor",21
"Tomsson",21
"Ugur",21
"Valteri",21
"Vasilij",21
"Veija",21
"Veli-Mies",21
"Venner",21
"Vesa-Ville",21
"Vili-Verneri",21
"Vinha",21
"Yaser",21
"Youcef",21
"Abas",20
"Abdelkarim",20
"Abdelrahman",20
"Abdulkareem",20
"Andrzej",20
"Ansio",20
"Auku",20
"Bashar",20
"Bernardo",20
"Besim",20
"Besnik",20
"Björnson",20
"Carl-Anders",20
"Carl-Anton",20
"Carl-Göran",20
"Cristofer",20
"Cristopher",20
"Cyril",20
"Dariush",20
"Davi",20
"Edison",20
"Ege",20
"Eino-Juhani",20
"Emel",20
"Erdal",20
"Evertti",20
"Félix",20
"Finlay",20
"Frederic",20
"Gaston",20
"Gottfried",20
"Grels",20
"Günter",20
"Günther",20
"Hannu-Heikki",20
"Haroun",20
"Heikki-Juhani",20
"Hiwa",20
"Ihsan",20
"Ilkka-Kristian",20
"Ivanov",20
"Jad",20
"Jan-Sebastian",20
"Joackim",20
"Juho-Kusti",20
"Junno",20
"Kai-Petteri",20
"Kaj-Mikael",20
"Kalevinpoika",20
"Kallas",20
"Kalle-Antti",20
"Kanerva",20
"Keijonpoika",20
"Kiet",20
"Kit",20
"Larsson",20
"Leonpoika",20
"Lio",20
"Lucian",20
"Luuka",20
"Mansour",20
"Marcin",20
"Marko-Juhani",20
"Matti-Jussi",20
"Maximiliam",20
"Mitchell",20
"Momodou",20
"Mourad",20
"Moustafa",20
"Mubashir",20
"Muktar",20
"Nael",20
"Niklaus",20
"Nikos",20
"Nils-Eric",20
"Nipa",20
"Ollie",20
"Olli-Mikko",20
"Olli-Ville",20
"Onnimanni",20
"Onni-Matti",20
"Panunpoika",20
"Per-Eric",20
"Phoenix",20
"Pohto",20
"Quy",20
"Raffaele",20
"Rei",20
"Reine",20
"Saleban",20
"Sami-Jukka",20
"San",20
"Senad",20
"Shahid",20
"Shwan",20
"Sidney",20
"Sofiane",20
"Thiago",20
"Tiago",20
"Timo-Matti",20
"Ukkopekka",20
"Walton",20
"Vili-Veikka",20
"Ville-Hermanni",20
"Väinämöinen",20
"Yaasir",20
"Yaroslav",20
"Yonatan",20
"Aaronpoika",19
"Amr",19
"Antti-Mikael",19
"Anuar",19
"Araz",19
"Aren",19
"Ario",19
"Aris",19
"Arkan",19
"Arton",19
"Asher",19
"Atef",19
"Augustine",19
"Ayhan",19
"Babak",19
"Bahadur",19
"Bilaal",19
"Birgersson",19
"Boy",19
"Cajus",19
"Carl-Wilhelm",19
"Cheng",19
"Chinedu",19
"Christiaan",19
"Chun",19
"Cian",19
"Cole",19
"Collin",19
"Danel",19
"Deniel",19
"Didier",19
"Ebenezer",19
"Eeno",19
"Elie",19
"Esapekka",19
"Etienne",19
"Fadel",19
"Fahim",19
"Farzad",19
"Fikret",19
"Firat",19
"Geir",19
"Gennady",19
"Giulio",19
"Hagi",19
"Hameed",19
"Hassen",19
"Huima",19
"Ion",19
"Iurii",19
"Jaden",19
"Jahn",19
"Jan-Emil",19
"Jan-Olav",19
"Jere-Matias",19
"Jesaja",19
"Jesse-Petteri",19
"Joaquin",19
"Juha-Jaakko",19
"Juho-Tuomas",19
"Kaamos",19
"Kalle-Juhani",19
"Kamau",19
"Kari-Jukka",19
"Khalaf",19
"Kwabena",19
"Kwaku",19
"Leandro",19
"Leart",19
"Lias",19
"Lumo",19
"Maahir",19
"Majeed",19
"Man",19
"Marat",19
"Marley",19
"Martino",19
"Matte",19
"Maxi",19
"Mazin",19
"Mickey",19
"Mihhail",19
"Mihka",19
"Miro-Matias",19
"Morad",19
"Mounir",19
"Muaad",19
"Muhumed",19
"Munir",19
"Nabeel",19
"Nesta",19
"Nhut",19
"Niilonpoika",19
"Noar",19
"Noeli",19
"Oska",19
"Pami",19
"Pavlos",19
"Petar",19
"Phu",19
"Quentin",19
"Randy",19
"Reuben",19
"Richardo",19
"Rogert",19
"Rory",19
"Rostislav",19
"Serdar",19
"Set",19
"Shah",19
"Shire",19
"Talib",19
"Tancred",19
"Teemu-Pekka",19
"Teemu-Petteri",19
"Theodoros",19
"Thorsten",19
"Timka",19
"Timo-Tapio",19
"Toan",19
"Tommo",19
"Torkel",19
"Tu",19
"Vanamo",19
"Vedat",19
"Ville-Aleksi",19
"Villehad",19
"Vänni",19
"Yaseen",19
"Ykä",19
"Ümit",19
"Aabram",18
"Aarnenpoika",18
"Abdelhamid",18
"Abdelkader",18
"Abdiwahab",18
"Abdulgadir",18
"Abiodun",18
"Akam",18
"Alistair",18
"Almer",18
"Alois",18
"Alpert",18
"Alpha",18
"Alrik",18
"Alvian",18
"Andrè",18
"Anil",18
"Antti-Jaakko",18
"Ari-Mikko",18
"Arsenij",18
"Ashton",18
"Asto",18
"Auri",18
"Axeli",18
"Bengtsson",18
"Benito",18
"Bennet",18
"Besart",18
"Bile",18
"Bo-Anders",18
"Bobby",18
"Byron",18
"Chukwuemeka",18
"Conor",18
"Dawit",18
"Deng",18
"Eddi",18
"Edel",18
"Edoardo",18
"Eewert",18
"Ekrem",18
"Elwin",18
"Emilian",18
"Enrik",18
"Esu",18
"Faton",18
"Fox",18
"Fuaad",18
"Ghazi",18
"Ghulam",18
"Giacomo",18
"Gregorio",18
"Göransson",18
"Hany",18
"Haron",18
"Hashem",18
"Hedi",18
"Hien",18
"Iise",18
"Ilyaas",18
"Ishak",18
"Ismari",18
"Janis",18
"Jan-Ola",18
"Jan-Patrik",18
"Jehki",18
"Jimmi",18
"Joao",18
"Joona-Petteri",18
"Juho-Mikko",18
"Juuso-Pekka",18
"Kaimo",18
"Kai-Pekka",18
"Kalle-Eemeli",18
"Kalle-Ville",18
"Kari-Jussi",18
"Karl-Anton",18
"Kasten",18
"Kie",18
"Kiran",18
"Kössi",18
"Lajos",18
"Lambert",18
"Laurence",18
"Li",18
"Lo",18
"Luucas",18
"Mahamuud",18
"Majed",18
"Make",18
"Mamadou",18
"Mano",18
"Mansur",18
"Martinus",18
"Marttin",18
"Masood",18
"Mathieu",18
"Maximo",18
"Mika-Juhani",18
"Mikko-Oskari",18
"Modou",18
"Mohsin",18
"Mokhtar",18
"Moussa",18
"Munasar",18
"Niillas",18
"Noak",18
"Nuri",18
"Okan",18
"Onni-Kalle",18
"Outi",18
"Petu",18
"Pieter",18
"Rahul",18
"Rajan",18
"Rauf",18
"Renato",18
"Repe",18
"Rey",18
"Riley",18
"Rinor",18
"Roki",18
"Saber",18
"Sakunpoika",18
"Saleem",18
"Santos",18
"Sid",18
"Sven-Åke",18
"Tane",18
"Teijonpoika",18
"Teljo",18
"Timo-Petteri",18
"Tin",18
"Torstensson",18
"Tuukanpoika",18
"Uchenna",18
"Uddin",18
"Utria",18
"Valmari",18
"Velimies",18
"Veli-Pentti",18
"Wen",18
"Vesamatti",18
"Widar",18
"Viimo",18
"Wojciech",18
"Volkan",18
"Yakup",18
"Yang",18
"Yilmaz",18
"Yuri",18
"Aadan",17
"Abdellatif",17
"Abdihamid",17
"Adnaan",17
"Agathon",17
"Akil",17
"Aldur",17
"Allari",17
"Alonzo",17
"Alwan",17
"Amaru",17
"Andrus",17
"Ari-Veikko",17
"Ari-Ville",17
"Arviid",17
"Asif",17
"Avni",17
"Axu",17
"Bajram",17
"Bakhtiar",17
"Bekir",17
"Beni",17
"Benno",17
"Brett",17
"Carmelo",17
"Cary",17
"Casperi",17
"Cengiz",17
"Clarence",17
"Claudius",17
"Clement",17
"Darian",17
"Dimitris",17
"Dirk",17
"Eelon",17
"Eetvi",17
"Ejnar",17
"Ele",17
"Eliam",17
"Elio",17
"Erdem",17
"Erkki-Juhani",17
"Fatah",17
"Fingal",17
"Hamad",17
"Hamzah",17
"Hayden",17
"Helmuth",17
"Henrique",17
"Ho",17
"Ikechukwu",17
"Ilkka-Pekka",17
"Immu",17
"Ingo",17
"J",17
"Jaarli",17
"Jacek",17
"Jari-Heikki",17
"Jaroel",17
"Jasmin",17
"Jesse-Pekka",17
"Jeton",17
"Jian",17
"Jico",17
"Jin",17
"Johan-Erik",17
"Joni-Mikael",17
"Jusef",17
"Juusa",17
"Jöran",17
"Kajus",17
"Kamel",17
"Karl-Emil",17
"Karl-Fredrik",17
"Kasem",17
"Khaalid",17
"Klemens",17
"Knuut",17
"Lamine",17
"Lars-Peter",17
"Leijonamieli",17
"Levent",17
"Levente",17
"Lin",17
"Lorik",17
"Lothar",17
"Markku-Juhani",17
"Markku-Pekka",17
"Marno",17
"Mats-Johan",17
"Maunus",17
"Mertzi",17
"Mihkal",17
"Mikaël",17
"Mohanad",17
"Muhiadin",17
"Nghia",17
"Niko-Petri",17
"Nio",17
"Oktay",17
"Oski",17
"Oulas",17
"Paris",17
"Platon",17
"Rami-Pekka",17
"Rasul",17
"Ravi",17
"Richart",17
"Righard",17
"Saveli",17
"Semih",17
"Shaun",17
"Siim",17
"Sky",17
"Soheil",17
"Sun",17
"Sunday",17
"Sven-Ole",17
"Syksy",17
"Talha",17
"Tempo",17
"Teponpoika",17
"Tian",17
"Tommi-Petteri",17
"Toni-Markus",17
"Usama",17
"Wah",17
"Veeli",17
"Veijonpoika",17
"Veniamin",17
"Vento",17
"Wilhard",17
"Vilius",17
"Ville-Jussi",17
"Villematti",17
"Ville-Pertti",17
"Villeveikko",17
"Willjam",17
"Win",17
"Wing",17
"Vinsent",17
"Virmo",17
"Vitaliy",17
"Yahia",17
"Yigit",17
"Younis",17
"Yusef",17
"Zuhair",17
"Abdirazak",16
"Adolfo",16
"Adrián",16
"Adriel",16
"Agostino",16
"Agustin",16
"Akke",16
"Aleksey",16
"Alieu",16
"Alon",16
"Ameer",16
"Amiel",16
"Andersson",16
"Ansgarius",16
"Antamo",16
"Antrea",16
"Antti-Jukka",16
"Anttipekka",16
"Arbnor",16
"Armi",16
"Arsalan",16
"Arssi",16
"Arto-Pekka",16
"Aurel",16
"Bahman",16
"Batu",16
"Bedri",16
"Bengt-Johan",16
"Buster",16
"Cao",16
"Cassius",16
"Csaba",16
"Cyrus",16
"Davis",16
"Dawood",16
"Declan",16
"Deon",16
"Efosa",16
"Ekke",16
"Eldar",16
"Elieser",16
"Emrik",16
"Erkka-Pekka",16
"Erko",16
"Eros",16
"Eskeli",16
"Fares",16
"Farouk",16
"Franck",16
"Gudmund",16
"H.",16
"Hamilton",16
"Hamish",16
"Hamze",16
"Humberto",16
"Ibn",16
"Idor",16
"Ignatius",16
"Iljas",16
"Indigo",16
"Irwin",16
"Istvan",16
"Jan-Robert",16
"Jarek",16
"Jaripekka",16
"Jarkko-Pekka",16
"Jeremie",16
"Jerenpoika",16
"Jesse-Joonas",16
"Jie",16
"Jocke",16
"Joni-Juhani",16
"Josse",16
"Jr.",16
"Juha-Erkki",16
"Juhannes",16
"Juho-Kalle",16
"Kader",16
"Kami",16
"Kamu",16
"Karan",16
"Karl-Kristian",16
"Karzan",16
"Kassius",16
"Keanu",16
"Kille",16
"Kojo",16
"Krisse",16
"Kuno",16
"Kweku",16
"Kwesi",16
"Lars-Anders",16
"Lars-Gunnar",16
"Lars-Ole",16
"Lassinpoika",16
"Lauri-Juhani",16
"Leone",16
"Liekki",16
"Magnusson",16
"Margo",16
"Markkus",16
"Marshall",16
"Mateusz",16
"Melchior",16
"Miclas",16
"Miiku",16
"Mirsad",16
"Mohan",16
"Muayad",16
"Muharrem",16
"Navid",16
"Nizar",16
"Onni-Ilmari",16
"Otto-Oskari",16
"Patu",16
"Per-Göran",16
"Petri-Juhani",16
"Piera",16
"Piko",16
"Prakash",16
"Raúl",16
"Reddy",16
"Roberth",16
"Roderick",16
"Roshan",16
"Sabit",16
"Safaa",16
"Safwan",16
"Samael",16
"Samiel",16
"Samu-Ville",16
"Sanjay",16
"Santero",16
"Sardar",16
"Sascha",16
"Seán",16
"Sergej",16
"Shakir",16
"Simi",16
"Simo-Petteri",16
"Sorjo",16
"Sunny",16
"Sylvain",16
"Taoufik",16
"Taras",16
"Teoman",16
"Torgny",16
"Tudor",16
"Tyrsky",16
"Udo",16
"Wahab",16
"Veli-Hannu",16
"Veli-Kalle",16
"Wenni",16
"Vernon",16
"Vi",16
"Ville-Vesa",16
"Willi",16
"Williams",16
"Vilpert",16
"Vlad",16
"Volodymyr",16
"Vyacheslav",16
"Väinönpoika",16
"Yohannes",16
"Zack",16
"Zackarias",16
"Zeb",16
"Zoltan",16
"Aadi",15
"Aarretti",15
"Abderrahim",15
"Abdihakin",15
"Adekunle",15
"Agron",15
"Aku-Ville",15
"Alfie",15
"Almar",15
"Amani",15
"Ananda",15
"Antonino",15
"Antti-Tapio",15
"Arber",15
"Arham",15
"Arie",15
"Arion",15
"Arlind",15
"Armani",15
"Arndt",15
"Arseny",15
"Athanasios",15
"Augustinus",15
"Avi",15
"Badr",15
"Belal",15
"Benja",15
"Bjørn",15
"Bo-Johan",15
"Caesar",15
"Carl-Michael",15
"Casey",15
"Chan",15
"Chau",15
"Christo",15
"Chung",15
"Dale",15
"Dániel",15
"Dara",15
"de",15
"Deni",15
"Edon",15
"Edris",15
"Egert",15
"Ehab",15
"Emerson",15
"Ennio",15
"Erkki-Pekka",15
"Everett",15
"Eyal",15
"Filipe",15
"Gheorghe",15
"Gian",15
"Gino",15
"Giorgio",15
"Gunhard",15
"Hans-Christian",15
"Hardi",15
"Harding",15
"Hawkar",15
"Heikki-Matti",15
"Heikki-Tapio",15
"Henrick",15
"Henrynpoika",15
"Hermes",15
"Hilpi",15
"Hjalte",15
"Ibraahim",15
"Ifeanyi",15
"Iker",15
"Ilarinpoika",15
"Ilponpoika",15
"Ilyes",15
"Iro",15
"Isman",15
"Jacobus",15
"Jael",15
"Jani-Juhani",15
"Jani-Mikael",15
"Janko",15
"Jannik",15
"Jari-Antti",15
"Jari-Markus",15
"Jari-Tapio",15
"Javad",15
"Jekku",15
"Jens-Erik",15
"Jerkka",15
"Joannis",15
"Johnson",15
"Juha-Tapani",15
"Juha-Veli",15
"Juho-Eemil",15
"Juniori",15
"Kaaleb",15
"Kaarel",15
"Kai-Eerik",15
"Kalid",15
"Kebba",15
"Khac",15
"Khaleel",15
"Knutsson",15
"Lars-Ove",15
"Lior",15
"Luiz",15
"Mac",15
"Magne",15
"Mariwan",15
"Matthieu",15
"Mattus",15
"Maximilien",15
"Merri",15
"Mihku",15
"Mika-Markus",15
"Miliam",15
"Mishka",15
"Moise",15
"Morteza",15
"Mowlid",15
"Nadeem",15
"Nehemias",15
"Nhan",15
"Noe",15
"Odd",15
"Olalekan",15
"Ortamo",15
"Osmonpoika",15
"Ozan",15
"Paul-Henrik",15
"Penja",15
"Perry",15
"Pertunpoika",15
"Peteri",15
"Pär-Erik",15
"Rae",15
"Raheem",15
"Rai",15
"Reemus",15
"Rhys",15
"Rowan",15
"Ruurik",15
"Ryszard",15
"Sai",15
"Saiid",15
"Sakkeus",15
"Sameh",15
"Sami-Antti",15
"Sarmad",15
"Seet",15
"Sepastian",15
"Sigismund",15
"Silva",15
"Simone",15
"Steffen",15
"Stellan",15
"Stewart",15
"Sturle",15
"Sultan",15
"Tarkan",15
"Tatu-Matti",15
"Tatunpoika",15
"Tawfik",15
"Timon",15
"Tobia",15
"Tomer",15
"Toni-Matti",15
"Toni-Petri",15
"Tonny",15
"Valdo",15
"Valentine",15
"Valeriy",15
"Valtterinpoika",15
"Vasama",15
"Weli",15
"Vesa-Veikko",15
"Villem",15
"Ville-Sakari",15
"Vladyslav",15
"Yavuz",15
"Zahir",15
"Zoran",15
"Zubair",15
"Aadel",14
"Abdikani",14
"Abdirisaaq",14
"Abdisamad",14
"Abdou",14
"Abdoulie",14
"Abid",14
"Achilles",14
"Adar",14
"Aditya",14
"Adonis",14
"Aki-Jussi",14
"Aki-Petri",14
"Alaric",14
"Alef",14
"Aleksanter",14
"Alexsanteri",14
"Alp",14
"Aly",14
"Anand",14
"Anatolii",14
"Ansel",14
"Antti-Mikko",14
"Antti-Olavi",14
"Anttoo",14
"Aref",14
"Arkko",14
"Arri",14
"Arsenii",14
"Arte",14
"Asterix",14
"Aung",14
"Aurora",14
"Aweys",14
"Ayden",14
"Ayrton",14
"Bahram",14
"Barham",14
"Behar",14
"Behzad",14
"Bengt-Olof",14
"Blerim",14
"Carl-Emil",14
"Carl-Oskar",14
"Carlsson",14
"Chen",14
"Christiano",14
"Cihan",14
"Davy",14
"Diako",14
"Dietrich",14
"Dimitar",14
"Dmitriy",14
"Dogan",14
"Dome",14
"Doni",14
"Eberhard",14
"Eelo",14
"Elija",14
"Eliott",14
"Emmanuil",14
"Emmet",14
"Engin",14
"Erkki-Jussi",14
"Esam",14
"Esamatti",14
"Essa",14
"Essam",14
"Even",14
"Eymen",14
"Eyvind",14
"Falah",14
"Fathi",14
"Fehmi",14
"Fitim",14
"Fjodor",14
"Flynn",14
"Fridolin",14
"Gábor",14
"Gani",14
"Gonzalo",14
"Guillaume",14
"Guy-Erik",14
"Halim",14
"Hans-Henrik",14
"Hansi",14
"Harris",14
"Harro",14
"Heikka",14
"Heiner",14
"Hille",14
"Huseen",14
"Ibrahima",14
"Iiro-Pekka",14
"Ilmarinen",14
"Innocent",14
"Jann",14
"Jean-Paul",14
"Jerico",14
"Jino",14
"Joah",14
"Jonttu",14
"Josu",14
"Juha-Mikael",14
"Juhomatti",14
"Jukka-Tapani",14
"Jusse",14
"Kaaperi",14
"Kaj-Gunnar",14
"Kaj-Gustav",14
"Kaj-Johan",14
"Kaveh",14
"Kiminpoika",14
"Kiri",14
"Kunnar",14
"Kyöstinpoika",14
"Lars-Mikael",14
"Lemmi",14
"Lennie",14
"Leo-Matti",14
"Liang",14
"Linh",14
"Loris",14
"Ludovic",14
"Magdi",14
"Mara",14
"Master",14
"Matti-Oskari",14
"Maxmilian",14
"Meir",14
"Melik",14
"Mentor",14
"Miika-Markus",14
"Miitrei",14
"Mikaelinpoika",14
"Mikolas",14
"Mubarik",14
"Nabiil",14
"Nahuel",14
"Nandor",14
"Nic",14
"Nico-Petteri",14
"Nooke",14
"Nuuk",14
"Onni-Petteri",14
"Ossi-Petteri",14
"Otieno",14
"Otis",14
"Otto-Eemeli",14
"Otto-Emil",14
"Panu-Pekka",14
"Papu",14
"Pedram",14
"Pena",14
"Perttyli",14
"Petersson",14
"Pette",14
"Putte",14
"Raiko",14
"Ramesh",14
"Ranjit",14
"Ransu",14
"Rebaz",14
"Repo",14
"Ridha",14
"Rion",14
"Romano",14
"Ruupert",14
"Rymy",14
"Saed",14
"Saeid",14
"Saki",14
"Saku-Matti",14
"Samo",14
"Sankari",14
"Sattar",14
"Sebastiano",14
"Sefania",14
"Sergiy",14
"Sipan",14
"Sohrab",14
"Suhaib",14
"Sulayman",14
"Sunil",14
"Surya",14
"Talal",14
"Talvi",14
"Tanel",14
"Teppana",14
"Tesfaye",14
"Till",14
"Timo-Jukka",14
"Toni-Kristian",14
"Toni-Mikael",14
"Tuong",14
"Turjo",14
"Ulf-Peter",14
"Wahid",14
"Waldo",14
"Vallu",14
"Vasilios",14
"Veli-Jaakko",14
"Vicktor",14
"Villemarkus",14
"Ville-Tapio",14
"Ville-Verneri",14
"Willhard",14
"Visa-Pekka",14
"Wyatt",14
"Yaqub",14
"Yoda",14
"Yong",14
"Yuan",14
"Zeki",14
"Ziyad",14
"Öjvind",14
"Özgür",14
"Aavo",13
"Abdelmajid",13
"Abdilahi",13
"Abdisalan",13
"Abdiwahid",13
"Adalbert",13
"Ade",13
"Adewale",13
"Agon",13
"Ahad",13
"Albanus",13
"Amadeo",13
"Amanuel",13
"Ameen",13
"Amel",13
"Anastasios",13
"Anatole",13
"Andri",13
"Anthoni",13
"Anti",13
"Antti-Einari",13
"Antti-Matias",13
"Arafat",13
"Archie",13
"Aret",13
"Arnaud",13
"Arttu-Eemeli",13
"Asim",13
"Aurinko",13
"Avraham",13
"Ayaan",13
"Ayomide",13
"Babatunde",13
"Baboucarr",13
"Bahaa",13
"Bailey",13
"Bakar",13
"Bakary",13
"Bashkim",13
"Behnam",13
"Boes",13
"Bo-Gustav",13
"César",13
"Christiansson",13
"Collins",13
"Curtis",13
"Dastan",13
"Denny",13
"Dimi",13
"Dimitrov",13
"Dong",13
"Driton",13
"Earl",13
"Edis",13
"Eera",13
"Eetu-Matti",13
"Eetu-Ville",13
"Eh",13
"Einonpoika",13
"Eka",13
"Eleasar",13
"Ellert",13
"Elvar",13
"Emanuele",13
"Émile",13
"Endrit",13
"Ercan",13
"Erion",13
"Esa-Tapio",13
"Esmail",13
"Etvi",13
"Eugenio",13
"Fiilus",13
"Florent",13
"Floyd",13
"Folkern",13
"Fredi",13
"Gerd",13
"Gianni",13
"Gottlieb",13
"Hakki",13
"Halid",13
"Halvar",13
"Henri-Mikael",13
"Herkules",13
"Herrick",13
"Hiep",13
"Håkansson",13
"Iironpoika",13
"Iivana",13
"Ila",13
"Ilai",13
"Ilian",13
"Jallu",13
"Jan-Martin",13
"Janusz",13
"Jaroslaw",13
"Jasir",13
"Jere-Juhani",13
"Jericho",13
"Jermo",13
"Jesse-Juhani",13
"Jessenpoika",13
"Jhonny",13
"Jia",13
"Johanneksenpoika",13
"John-Eric",13
"Jonathon",13
"Jon-Erik",13
"Joona-Pekka",13
"Joopi",13
"Joppe",13
"Jouni-Matti",13
"József",13
"Juho-Erik",13
"Kaaprieli",13
"Kai-Juhani",13
"Kain",13
"Kaito",13
"Kaj-Henrik",13
"Kalle-Veikko",13
"Kane",13
"Kang",13
"Karipekka",13
"Kastriot",13
"Kim-Henrik",13
"Kim-Johan",13
"King",13
"Knuutti",13
"Krish",13
"Laith",13
"Lare",13
"Leif-Johan",13
"Leith",13
"Loimu",13
"Loki",13
"Lulzim",13
"Ly",13
"Maksym",13
"Marinus",13
"Marko-Mikael",13
"Márton",13
"Martti-Mikael",13
"Matsson",13
"Maximiliano",13
"Metsänpoika",13
"Migael",13
"Mikkal",13
"Miroel",13
"Mitjo",13
"Mose",13
"Mosku",13
"Mousa",13
"Murtada",13
"Murtaza",13
"Nadim",13
"Nali",13
"Narayan",13
"Nedim",13
"Nickolas",13
"Nicolae",13
"Nihat",13
"Nii",13
"Nils-Henrik",13
"Olli-Antti",13
"Olli-Oskari",13
"Olli-Tapio",13
"Olliver",13
"Olofsson",13
"Onni-Elmeri",13
"Onnipekka",13
"Oo",13
"Optatus",13
"Orjo",13
"Per-Ola",13
"Per-Ove",13
"Pjotr",13
"Quinn",13
"Rainier",13
"Raivo",13
"Randall",13
"Reginald",13
"Reinonpoika",13
"Rémi",13
"Remzi",13
"Reo",13
"Riza",13
"Rolf-Erik",13
"Roo",13
"Roopenpoika",13
"Sadeq",13
"Sahil",13
"Sahin",13
"Salo",13
"Savas",13
"Seamus",13
"Sedat",13
"Selmi",13
"Shaho",13
"Shaker",13
"Sherzad",13
"Siad",13
"Slava",13
"Sol",13
"Sony",13
"Stian",13
"Stig-Ole",13
"Suheyb",13
"Sven-Eric",13
"Tate",13
"Taunonpoika",13
"Teri",13
"Tero-Petteri",13
"Tero-Tapio",13
"Thierry",13
"Thinh",13
"Thord",13
"Timo-Jussi",13
"Timo-Tapani",13
"Topi-Matti",13
"Tyyko",13
"Ulfsson",13
"Vaalimo",13
"Valerii",13
"Veeni",13
"Veli-Erkki",13
"Velinpoika",13
"Vesa-Tapio",13
"Vesseli",13
"Vikki",13
"Wilgot",13
"Ville-Tapani",13
"Ville-Tuomas",13
"Vsevolod",13
"Yaxye",13
"Yoav",13
"Zafer",13
"Zaher",13
"Zane",13
"Zein",13
"Zsolt",13
"Åkesson",13
"Aapel",12
"Aaponpoika",12
"Abaas",12
"Abdikafi",12
"Abdiladif",12
"Abdulazeez",12
"Áilu",12
"Akselinpoika",12
"Alam",12
"Alawi",12
"Alfa",12
"Alpin",12
"Altin",12
"Amro",12
"Anatolij",12
"Andree",12
"Andreevich",12
"Andrii",12
"Anouar",12
"Anse",12
"Anseli",12
"António",12
"Apollon",12
"Ardi",12
"Ari-Juha",12
"Arjan",12
"Arje",12
"Arjun",12
"Arsen",12
"Arslan",12
"Ashley",12
"Asse",12
"Atakan",12
"Atanas",12
"Atte-Oskari",12
"Auguste",12
"Auvonpoika",12
"Aws",12
"Ayaz",12
"Ayodele",12
"Azhar",12
"Bakr",12
"Barnabas",12
"Ben-Erik",12
"Bennett",12
"Blue",12
"Bo-Gunnar",12
"Bora",12
"Cemil",12
"Constantine",12
"Daan",12
"Danyal",12
"Dardan",12
"Deniss",12
"Denzel",12
"Din",12
"Donatus",12
"Drilon",12
"Ed",12
"Eedi",12
"Eilert",12
"Eitan",12
"Émil",12
"Erhan",12
"Esa-Jussi",12
"Esa-Petri",12
"Fatos",12
"Feisal",12
"Filiph",12
"Flavio",12
"Franciscus",12
"Gamal",12
"Gay",12
"Gérard",12
"Geronimo",12
"Gillis",12
